"Flavor","CheckId","InstallId","BuildId"
"r-release-macos-x86_64","5f4032ecc55d881cfdc153f29734fc10","8d69f6eaf0b375ff4e8a516a4c56c16c","8d69f6eaf0b375ff4e8a516a4c56c16c"
